City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Booué,-0.09,11.94,72.18,96,100,2.42,GA,1600397671
Esperance,-33.87,121.9,57.2,100,75,8.05,AU,1600397528
Santa Marta,11.24,-74.2,79.75,77,95,4.59,CO,1600397618
Qasigiannguit,68.82,-51.19,30.2,54,7,2.24,GL,1600397671
Charters Towers,-20.1,146.27,82.36,46,80,16.53,AU,1600397671
Port Keats,-14.25,129.55,85.5,61,45,8.88,AU,1600397672
Waipawa,-41.41,175.52,51.01,71,66,9.17,NZ,1600397672
Kaélé,10.11,14.45,72.43,92,100,8.37,CM,1600397672
Tessalit,20.2,1.01,85.57,43,49,3.67,ML,1600397636
Touros,-5.2,-35.46,73.4,83,20,3.36,BR,1600397535
Tazovsky,67.47,78.7,46.02,85,35,9.26,RU,1600397517
Ust-Kuyga,70.02,135.6,51.33,72,98,7.92,RU,1600397683
Rawson,-43.3,-65.1,50.05,46,5,24.81,AR,1600397683
Lakatoro,-16.1,167.42,82.4,78,75,6.93,VU,1600397683
Payson,40.04,-111.73,75.2,57,1,4.36,US,1600397684
Zemio,5.03,25.14,69.58,95,99,1.12,CF,1600397684
Ossora,59.24,163.07,53.42,48,62,6.98,RU,1600397684
Dagda,56.1,27.54,47.46,69,100,16.69,LV,1600397684
Campbell River,50.02,-125.24,64.4,93,90,2.24,CA,1600397525
San Fernando del Valle de Catamarca,-28.47,-65.79,46.0,53,0,1.01,AR,1600397585
Whitehaven,54.55,-3.58,48.99,86,26,3.09,GB,1600397685
Dibulla,11.27,-73.31,77.61,75,73,4.29,CO,1600397685
Sovetskiy,61.36,63.58,42.96,76,100,7.94,RU,1600397686
Sirte,31.21,16.59,75.06,74,0,7.49,LY,1600397686
Nakusp,50.25,-117.8,54.0,94,0,2.35,CA,1600397686
College,64.86,-147.8,62.6,76,75,3.78,US,1600397671
Riyadh,24.69,46.72,78.8,26,20,3.36,SA,1600397651
Viedma,-40.81,-63.0,52.39,41,10,19.08,AR,1600397687
Nikolayevsk-on-Amur,53.14,140.73,55.54,92,100,6.85,RU,1600397687
Washington,47.5,-120.5,71.01,52,0,3.0,US,1600397168
Lewisburg,35.45,-86.79,69.01,82,99,7.47,US,1600397687
Camocim,-2.9,-40.84,74.77,87,1,9.55,BR,1600397687
Hluti,-27.22,31.62,54.16,98,1,1.68,SZ,1600397688
Smithers,54.78,-127.17,60.8,82,40,3.36,CA,1600397564
Aksarka,66.56,67.8,44.13,88,100,13.78,RU,1600397688
Mikkeli,61.69,27.27,42.8,81,90,5.82,FI,1600397688
Saint-Georges,3.9,-51.8,73.54,95,12,3.69,GF,1600397688
Guilin,25.28,110.29,71.6,68,90,8.95,CN,1600397689
Vieux Fort,13.72,-60.95,79.0,94,20,5.44,LC,1600397479
Iqaluit,63.75,-68.51,35.6,59,40,14.99,CA,1600397689
Mikhaylovka,43.0,71.5,50.0,71,67,4.47,KZ,1600397689
Topeka,39.05,-95.68,62.6,77,1,6.6,US,1600397585
Kurchum,48.57,83.65,54.79,65,100,7.63,KZ,1600397690
Muzhi,65.37,64.67,43.47,78,64,17.63,RU,1600397690
Miyako,39.64,141.95,73.67,83,100,4.63,JP,1600397690
Abu Dhabi,24.47,54.37,82.4,83,0,8.05,AE,1600397398
Channel-Port aux Basques,47.57,-59.14,52.0,86,65,9.08,CA,1600397691
Bongaree,-27.08,153.16,77.0,64,0,12.57,AU,1600397691
Isangel,-19.55,169.27,80.6,78,75,11.41,VU,1600397691
Gulāothi,28.6,77.78,87.01,70,20,6.93,IN,1600397691
Port Lincoln,-34.73,135.87,66.02,72,51,17.38,AU,1600397692
Castro Alves,-12.77,-39.43,63.43,97,5,3.78,BR,1600397692
Chūru,28.3,74.95,93.24,41,0,12.3,IN,1600397692
Akureyri,65.68,-18.09,50.0,61,20,11.41,IS,1600397692
Alto Araguaia,-17.31,-53.22,73.8,36,56,3.02,BR,1600397693
Arrondissement de Mende,44.67,3.5,52.23,92,10,4.79,FR,1600397693
Kouqian,43.64,126.46,55.78,80,87,11.41,CN,1600397703
Kaeo,-35.1,173.78,61.0,3,100,13.0,NZ,1600397573
Walvis Bay,-22.96,14.51,53.01,93,0,9.17,NA,1600397703
Nome,64.5,-165.41,46.99,87,90,6.93,US,1600397704
Andros,37.83,24.93,72.0,89,5,8.79,GR,1600397704
Gurupi,-11.73,-49.07,81.0,34,0,3.22,BR,1600397704
Challapata,-18.9,-66.77,49.35,44,95,1.92,BO,1600397705
Kuvshinovo,57.03,34.17,44.78,94,82,7.18,RU,1600397705
Mahajanga,-15.72,46.32,68.0,72,20,5.82,MG,1600397705
Chiredzi,-21.05,31.67,65.95,91,20,7.02,ZW,1600397705
Castaños,26.78,-101.42,74.08,66,83,6.69,MX,1600397706
Rossano,39.58,16.63,68.0,60,54,4.38,IT,1600397506
Bonthe,7.53,-12.51,76.89,86,100,2.39,SL,1600397706
Tiznit Province,29.58,-9.5,73.9,56,94,0.22,MA,1600397706
San Rafael,-34.62,-68.33,66.0,26,5,10.47,AR,1600397706
Karasburg,-28.02,18.75,56.46,32,0,8.46,NA,1600397707
Hanchuan,30.65,113.77,69.8,77,40,4.47,CN,1600397707
Ust-Maya,60.42,134.53,58.24,45,0,2.8,RU,1600397707
Chitral,35.85,71.79,69.35,24,0,2.98,PK,1600397708
Hofn,64.25,-15.21,48.47,68,0,4.45,IS,1600397708
Batagay-Alyta,67.8,130.41,50.45,47,0,2.44,RU,1600397643
Pimampiro,0.4,-77.97,59.92,71,48,1.68,EC,1600397709
Abonnema,4.71,6.79,75.2,100,75,4.52,NG,1600397709
George,-33.96,22.46,48.2,93,0,4.7,ZA,1600397710
Darhan,49.49,105.92,58.48,58,0,4.12,MN,1600397710
Demyansk,57.64,32.47,45.36,94,89,5.48,RU,1600397710
Acapulco de Juárez,16.86,-99.89,77.0,94,90,11.41,MX,1600397671
Kiama,-34.68,150.87,62.01,83,100,1.99,AU,1600397710
Lafia,8.48,8.52,72.52,96,99,3.8,NG,1600397711
Port Hedland,-20.32,118.57,86.0,17,0,16.11,AU,1600397711
Karlskrona,56.16,15.59,33.8,100,49,2.24,SE,1600397711
Nemuro,43.32,145.57,64.4,100,75,6.93,JP,1600397604
Makīnsk,52.63,70.42,48.06,90,96,16.15,KZ,1600397712
Parangan,5.08,119.94,84.99,74,86,12.57,PH,1600397712
San Pedro,-16.24,-68.85,39.72,94,100,12.15,BO,1600397712
Constitucion,23.99,-104.67,63.0,82,56,8.99,MX,1600397712
Ndélé,8.41,20.65,72.21,91,100,0.89,CF,1600397713
San Martín,-33.08,-68.47,66.2,26,0,4.7,AR,1600397713
Batagay,67.63,134.63,53.11,49,13,2.04,RU,1600397713
Bam,29.11,58.36,72.21,22,0,11.59,IR,1600397714
Ust-Nera,64.57,143.2,49.82,46,10,3.49,RU,1600397714
Bulawayo,-20.15,28.58,63.7,63,30,8.93,ZW,1600397714
Pengcheng,36.43,114.17,86.83,16,0,11.52,CN,1600397714
Flinders,-34.58,150.86,62.01,83,100,1.99,AU,1600397715
Garoowe,8.41,48.48,73.63,72,28,14.14,SO,1600397715
Erciş,39.03,43.36,68.0,24,0,10.29,TR,1600397712
Gold Coast,-28.0,153.43,78.01,64,40,14.99,AU,1600397654
Klooga,59.32,24.21,48.2,70,40,13.87,EE,1600397715
Copperas Cove,31.12,-97.9,75.2,73,1,4.7,US,1600397726
Abnūb,27.27,31.15,78.24,47,0,7.2,EG,1600397726
Port Hardy,50.7,-127.42,64.4,88,75,6.93,CA,1600397726
Shahr-e Bābak,30.12,55.12,56.62,37,0,5.03,IR,1600397727
Arrondissement de Rennes,48.17,-1.67,60.8,48,5,11.41,FR,1600397602
Vao,-22.67,167.48,71.74,85,30,19.57,NC,1600397727
Kota Kinabalu,5.97,116.07,87.8,70,20,4.7,MY,1600397727
Antsohihy,-14.88,47.99,63.43,83,75,4.16,MG,1600397651
Kärdla,59.0,22.75,48.0,79,4,11.99,EE,1600397728
Manaure,11.78,-72.44,84.58,70,3,11.12,CO,1600397728
Nyurba,63.28,118.33,54.9,56,0,3.56,RU,1600397728
Evensk,61.95,159.23,50.97,46,23,9.75,RU,1600397728
Naryan-Mar,67.67,53.09,39.96,72,100,8.12,RU,1600397729
San Quintín,30.48,-115.95,78.46,47,15,11.14,MX,1600397729
Mayskiy,47.69,40.1,55.4,47,10,11.18,RU,1600397729
Jinchang,38.5,102.17,68.02,24,0,6.24,CN,1600397730
Dingle,52.14,-10.27,56.89,86,36,7.45,IE,1600397730
Ixtapa,20.7,-105.2,78.8,94,90,3.36,MX,1600397730
Mayumba,-3.43,10.66,74.52,90,100,7.14,GA,1600397647
Xinyu,27.8,114.93,66.79,84,100,6.46,CN,1600397731
Alenquer,-1.94,-54.74,78.8,94,0,4.0,BR,1600397731
Yuzhnoural'sk,54.44,61.25,43.09,84,24,8.79,RU,1600397731
Khilok,51.37,110.47,59.45,54,0,0.02,RU,1600397731
Acajutla,13.59,-89.83,73.0,98,90,3.51,SV,1600397565
Chermoz,58.79,56.15,42.96,84,100,12.06,RU,1600397732
Carutapera,-1.2,-46.02,77.72,84,0,6.49,BR,1600397625
Aviemore,57.2,-3.83,55.99,93,20,6.93,GB,1600397732
Alice Springs,-23.7,133.88,87.8,16,20,21.92,AU,1600397733
Ambāgarh Chauki,20.78,80.72,83.79,76,96,4.27,IN,1600397733
Sola,-13.88,167.55,80.15,84,100,20.27,VU,1600397733
Taganak,6.08,118.3,86.0,79,40,8.05,PH,1600397733
Tevaitoa,-16.78,-151.5,79.16,75,4,13.13,PF,1600397734
El Alto,-4.27,-81.21,60.19,92,50,12.12,PE,1600397734
Ilek,51.53,53.38,47.89,74,100,5.86,RU,1600397734
Portel,-1.94,-50.82,78.75,82,12,7.65,BR,1600397734
Oktyabr'skoye,43.06,44.74,48.2,93,100,4.47,RU,1600397735
Black River,18.03,-77.85,80.6,83,20,3.36,JM,1600397735
Punta de Bombón,-17.17,-71.79,60.28,80,82,4.74,PE,1600397735
Mweka,-4.85,21.57,69.28,96,86,2.19,CD,1600397736
Palauig,15.44,119.9,87.13,63,75,9.71,PH,1600397736
Ferma,57.9,56.31,39.2,100,99,6.71,RU,1600397736
Kachkanar,58.7,59.49,38.55,81,92,5.68,RU,1600397603
Kawambwa,-9.79,29.08,66.38,41,84,4.61,ZM,1600397737
Flin Flon,54.77,-101.86,39.87,69,0,3.85,CA,1600397737
Poum,-20.23,164.02,73.0,77,0,10.33,NC,1600397586
Acaraú,-2.89,-40.12,76.89,85,1,13.2,BR,1600397738
Catacamas,14.8,-85.9,75.6,78,29,3.94,HN,1600397748
Agüimes,27.91,-15.45,73.99,73,20,23.04,ES,1600397749
Esim,4.87,-2.24,74.05,89,85,6.06,GH,1600397749
Shimoda,34.67,138.95,84.2,83,75,25.28,JP,1600397749
Chaman,30.92,66.45,73.36,18,0,2.01,PK,1600397749
Solnechnyy,50.72,136.63,48.6,89,100,9.22,RU,1600397750
Baykit,61.67,96.37,56.71,57,100,11.36,RU,1600397750
Kishanpur,25.65,81.02,89.58,56,2,6.69,IN,1600397750
Arlit,18.74,7.39,87.12,40,100,1.61,NE,1600397751
Addis Ababa,9.03,38.75,57.2,82,20,2.24,ET,1600397751
Gizo Government Station,-8.1,156.84,83.37,72,95,9.28,SB,1600397752
Kamina,-8.74,24.99,69.85,72,97,4.36,CD,1600397752
Aloleng,16.13,119.78,85.89,67,3,8.7,PH,1600397752
Bang Rakam,16.76,100.12,84.2,89,20,3.36,TH,1600397752
Coatepec,19.45,-96.97,66.22,84,100,3.62,MX,1600397614
Robertsport,6.75,-11.37,77.41,85,100,9.98,LR,1600397753
Dawson Creek,55.77,-120.24,64.4,63,1,6.93,CA,1600397753
Jasper,52.88,-118.09,60.19,57,23,0.74,CA,1600397753
Binzhou,37.37,118.02,82.99,29,0,1.99,CN,1600397753
Brigham City,41.51,-112.02,73.0,30,1,6.31,US,1600397754
Yerofey Pavlovich,53.97,121.97,51.62,60,100,5.17,RU,1600397754
Almaznyy,48.04,40.05,55.4,47,23,11.18,RU,1600397754
Natitingou,10.3,1.38,69.37,97,15,2.62,BJ,1600397754
Srednekolymsk,67.45,153.68,42.06,88,99,15.75,RU,1600397755
Qaqortoq,60.72,-46.03,44.6,70,100,5.82,GL,1600397755
Trincomalee,8.57,81.23,83.97,71,92,18.23,LK,1600397755
Caravelas,-17.71,-39.25,70.45,81,75,6.69,BR,1600397756
Diffa,13.32,12.61,83.59,53,1,8.32,NE,1600397756
Moreira Sales,-24.06,-53.01,65.5,79,100,2.26,BR,1600397756
Ambilobe,-13.2,49.05,66.09,76,88,4.21,MG,1600397757
Sistranda,63.73,8.83,55.4,93,75,28.86,NO,1600397757
Mattru,7.62,-11.83,72.86,97,100,2.04,SL,1600397757
Ullapool,57.9,-5.16,57.0,84,47,1.01,GB,1600397757
Vuktyl,63.86,57.31,35.11,87,94,6.46,RU,1600397757
Ocosingo,17.07,-92.25,66.58,98,100,2.26,MX,1600397758
Kismayo,-0.36,42.55,77.02,83,17,13.02,SO,1600397758
Blagoyevo,63.37,47.92,38.61,82,100,8.16,RU,1600397759
Seoul,37.57,126.98,77.0,41,1,3.36,KR,1600397587
Atherton,-17.27,145.48,81.0,69,75,14.99,AU,1600397721
Ballina,54.12,-9.17,54.0,95,37,1.01,IE,1600397759
Leshukonskoye,64.9,45.76,32.59,97,0,5.19,RU,1600397759
Anadyr,64.75,177.48,44.6,75,75,11.18,RU,1600397760
Samarai,-10.62,150.67,79.93,86,100,15.1,PG,1600397760
Chapais,49.78,-74.85,35.6,74,1,5.82,CA,1600397760
Sakakah,29.97,40.21,84.2,13,0,4.7,SA,1600397771
Noshiro,40.2,140.02,71.6,94,75,6.93,JP,1600397771
Kailua,21.4,-157.74,82.4,58,40,11.41,US,1600397771
Copiapó,-27.37,-70.33,53.6,81,0,4.7,CL,1600397772
Egvekinot,66.32,-179.17,38.55,74,92,9.86,RU,1600397772
Waingapu,-9.66,120.26,86.92,51,20,9.13,ID,1600397772
Kalianget,-7.05,113.93,85.41,64,10,15.35,ID,1600397773
Zhigansk,66.77,123.37,51.93,48,0,2.33,RU,1600397552
Coyhaique,-45.58,-72.07,41.0,80,75,6.93,CL,1600397773
Prado,-17.34,-39.22,71.78,79,61,8.66,BR,1600397773
Diré,12.28,-10.97,74.34,94,85,1.86,ML,1600397774
Nelson Bay,-32.72,152.15,66.99,88,90,13.87,AU,1600397774
Dongsheng,39.82,109.98,62.35,30,0,2.73,CN,1600397775
Turtas,58.94,69.13,47.53,90,100,9.57,RU,1600397775
Bowen,-20.02,148.23,80.6,61,40,20.8,AU,1600397775
Jejūri,18.28,74.17,74.66,86,100,8.99,IN,1600397775
Sterling,39.01,-77.43,66.99,100,90,4.7,US,1600397776
Verkhnevilyuysk,63.45,120.32,55.65,57,0,2.64,RU,1600397628
Lithakia,37.72,20.83,73.4,94,90,28.86,GR,1600397776
Richards Bay,-28.78,32.04,61.3,88,3,6.13,ZA,1600397776
Roald,62.58,6.13,59.0,72,100,21.92,NO,1600397776
Milton,-46.12,169.97,52.0,60,97,17.0,NZ,1600397777
Fairbanks,64.84,-147.72,62.6,55,20,6.93,US,1600397719
Taksimo,56.34,114.88,56.62,50,0,0.76,RU,1600397777
Pappadátes,39.31,20.79,75.0,60,99,20.8,GR,1600397777
Londa,15.47,74.52,73.4,94,75,4.7,IN,1600397778
Horsham,-36.72,142.2,58.98,80,100,12.66,AU,1600397664
Nantucket,41.28,-70.1,68.0,82,90,4.7,US,1600397778
Rosetown,51.55,-108.0,53.01,58,1,7.0,CA,1600397778
Kalmunai,7.42,81.82,84.29,62,79,2.44,LK,1600397779
Sabang,14.7,120.25,86.0,74,40,6.93,PH,1600397779
Zyryanskoye,56.83,86.63,54.81,79,3,13.04,RU,1600397779
Géri,35.1,33.42,75.2,77,20,3.36,CY,1600397779
Biak,-0.91,122.88,84.2,59,59,2.8,ID,1600397780
Massaguet,12.48,15.44,77.0,88,20,8.05,TD,1600397780
Loa Janan,-0.58,117.09,91.8,52,77,2.95,ID,1600397780
Oistins,13.07,-59.53,77.0,83,20,5.82,BB,1600397781
Lamar,33.67,-95.58,71.6,78,1,6.93,US,1600397781
Safi,32.3,-9.24,69.46,90,100,9.66,MA,1600397781
Redmond,47.67,-122.12,66.99,86,6,4.25,US,1600397757
Novikovo,51.15,37.89,49.3,78,66,10.49,RU,1600397782
Taoudenni,22.68,-3.98,89.64,18,15,12.8,ML,1600397782
Caramay,10.18,119.24,83.68,73,100,9.55,PH,1600397782
Natchitoches,31.77,-93.13,77.0,83,40,6.93,US,1600397783
Alekseyevsk,57.84,108.35,58.17,50,0,5.39,RU,1600397783
Am Timan,11.03,20.28,72.73,94,100,4.05,TD,1600397783
Santa Cecília,-26.96,-50.43,54.32,100,74,2.48,BR,1600397783
Río Gallegos,-51.62,-69.22,35.6,69,9,28.86,AR,1600397794
Tirumullaivāsal,11.23,79.83,82.94,71,97,10.29,IN,1600397794
Jos,9.92,8.9,63.86,98,100,2.13,NG,1600397794
Voyvozh,62.89,54.96,36.52,86,100,3.78,RU,1600397795
Shirokiy,49.76,129.52,60.8,70,63,7.07,RU,1600397795
Contai,21.78,87.75,86.18,76,100,5.66,IN,1600397795
Sambava,-14.27,50.17,67.64,86,58,8.77,MG,1600397615
Orillia,44.61,-79.42,50.0,78,0,3.0,CA,1600397614
Marivan,35.52,46.18,60.84,33,0,5.44,IR,1600397796
Sechura,-5.56,-80.82,61.86,83,12,10.11,PE,1600397796
Kalemie,-5.95,29.19,77.25,53,70,1.03,CD,1600397796
Upata,8.01,-62.4,82.0,81,92,1.99,VE,1600397797
Mariënburg,5.85,-55.02,81.0,88,1,3.0,SR,1600397797
Valparaíso,-33.04,-71.63,66.2,63,0,9.17,CL,1600397612
Hyères,43.12,6.12,66.2,82,0,3.36,FR,1600397579
Tianpeng,30.99,103.94,73.4,73,98,4.47,CN,1600397798
Arkhangelsk,64.54,40.54,33.8,93,40,6.71,RU,1600397798
Manokwari,-0.87,134.08,84.85,64,0,3.62,ID,1600397798
Kasangulu,-4.59,15.17,73.4,88,75,4.43,CD,1600397799
Uzhur,55.3,89.83,55.87,65,100,9.84,RU,1600397799
