City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Nazilli,37.92,28.32,68.29,66,58,2.26,TR,1603054988
La Palma,8.4,-78.15,82.02,79,100,9.62,PA,1603054988
Butte,39.65,-121.57,88.0,18,1,5.82,US,1603054988
Tommot,58.96,126.29,9.79,91,0,2.26,RU,1603054989
Camacha,33.08,-16.33,71.6,88,40,20.8,PT,1603054989
Luís Correia,-2.88,-41.67,80.01,74,100,12.82,BR,1603054819
Kavaratti,10.57,72.64,80.71,81,36,11.74,IN,1603054859
Mana,5.66,-53.78,82.71,74,1,10.38,GF,1603054989
Madimba,-10.4,40.33,74.73,88,0,7.38,TZ,1603054783
Lázaro Cárdenas,17.96,-102.2,85.17,74,81,6.46,MX,1603054990
Slavgorodskoye,53.02,78.64,33.19,88,8,7.16,RU,1603054990
Oodweyne,9.41,45.06,74.95,35,0,3.67,SO,1603054990
Hermon,44.81,-68.91,57.2,41,75,11.41,US,1603054990
Dipalpur,30.67,73.65,69.35,23,0,2.06,PK,1603054990
Hell,63.45,10.9,39.2,80,90,21.92,NO,1603055001
Ayorou,14.73,0.92,96.08,21,81,2.89,NE,1603055001
Yeppoon,-23.13,150.73,66.2,82,7,2.39,AU,1603055001
Bagacay,12.98,124.14,82.31,82,100,11.74,PH,1603055001
Quelimane,-17.88,36.89,71.6,88,0,8.05,MZ,1603055002
Babu,24.42,111.52,59.54,81,96,6.04,CN,1603055002
Arlit,18.74,7.39,93.51,11,0,7.47,NE,1603055002
Besigheim,48.98,9.13,44.01,90,79,2.26,DE,1603055003
Fort Morgan,40.25,-103.8,41.0,60,90,8.05,US,1603054859
Isla Vista,34.41,-119.86,91.99,73,20,4.7,US,1603055003
Nortelândia,-14.45,-56.8,81.95,61,100,3.67,BR,1603055003
Camopi,3.17,-52.32,82.74,62,71,3.74,GF,1603055003
Kamina,-8.74,24.99,69.3,69,96,2.51,CD,1603055003
Amarante,-6.24,-42.85,91.11,19,86,4.38,BR,1603055004
Nanortalik,60.14,-45.24,39.13,94,95,9.44,GL,1603055004
Uyuni,-20.46,-66.83,64.02,22,35,15.59,BO,1603055004
Kalabo,-14.97,22.68,77.16,18,0,7.31,ZM,1603055004
Charters Towers,-20.1,146.27,67.77,77,0,9.84,AU,1603055004
Harlingen,53.17,5.42,48.2,87,90,5.82,NL,1603055005
Nizwá,22.93,57.53,74.17,18,0,7.92,OM,1603055005
Honningsvåg,70.98,25.97,37.4,93,40,5.82,NO,1603054786
Auki,-8.77,160.7,82.89,73,74,3.29,SB,1603055005
Hasaki,35.73,140.83,48.2,100,75,5.82,JP,1603055005
Qiyang,26.59,111.85,56.52,86,92,2.73,CN,1603055005
Kawalu,-7.38,108.21,72.82,92,100,1.61,ID,1603054805
Stornoway,58.21,-6.39,46.4,87,100,9.17,GB,1603055006
Dzaoudzi,-12.79,45.27,78.8,78,0,9.17,YT,1603055006
Homer,59.64,-151.55,39.99,86,75,1.1,US,1603054913
Dolores,-36.31,-57.68,80.19,80,4,8.12,AR,1603055007
Krasnoznamensk,55.6,37.04,35.01,86,40,11.18,RU,1603055007
Quryq,43.2,51.65,62.98,30,0,20.36,KZ,1603055007
Beringovskiy,63.05,179.32,34.68,84,0,3.53,RU,1603054800
Golden,51.3,-116.97,32.0,65,90,5.82,CA,1603055007
San Joaquin,-16.38,-58.39,92.05,43,68,4.32,BO,1603055007
Jacksonville,30.33,-81.66,80.6,78,75,17.22,US,1603054992
Awjilah,29.11,21.29,78.98,24,75,8.66,LY,1603055008
Puerto Colombia,10.99,-74.95,86.0,79,40,8.05,CO,1603055008
Vardø,70.37,31.11,39.2,64,40,13.87,NO,1603054832
Aitape,-3.14,142.35,77.5,83,100,4.7,PG,1603055008
Tsimmerbude,54.67,20.13,48.99,81,40,8.95,RU,1603055009
Eyrarbakki,63.86,-21.15,42.8,75,40,17.22,IS,1603055009
Tebingtinggi,3.33,99.16,77.0,100,20,2.24,ID,1603055009
Termoli,41.99,14.99,53.01,86,0,1.01,IT,1603055009
Eureka,40.8,-124.16,64.99,72,1,3.36,US,1603054832
Bubaque,11.28,-15.83,82.56,86,0,11.83,GW,1603054766
Makakilo City,21.35,-158.09,84.2,70,20,8.05,US,1603055019
Plyussa,58.43,29.37,36.43,83,2,9.62,RU,1603055020
Meshcherino,55.2,38.36,35.6,74,75,11.18,RU,1603055020
Tateyama,34.98,139.87,57.2,76,75,8.05,JP,1603054910
Ust'-Barguzin,53.45,108.98,37.02,79,79,3.76,RU,1603055020
Departamento de Maldonado,-34.67,-54.92,82.4,58,40,9.17,UY,1603055006
Farafangana,-22.82,47.83,70.74,80,91,8.5,MG,1603054931
Pasni,25.26,63.47,79.14,29,40,26.31,PK,1603054930
Viedma,-40.81,-63.0,79.0,13,0,5.99,AR,1603054826
Matamoros,25.53,-103.25,89.6,19,5,7.63,MX,1603055021
Assiut,27.18,31.18,75.2,50,0,9.17,EG,1603054897
Esim,4.87,-2.24,77.68,88,48,7.11,GH,1603055021
Kloulklubed,7.04,134.26,82.4,78,90,8.05,PW,1603055021
Jijiga,9.35,42.8,66.25,42,69,4.5,ET,1603055022
Sibolga,1.74,98.78,77.32,73,100,2.93,ID,1603055022
Waynesboro,38.07,-78.89,64.99,41,1,8.05,US,1603054801
Along,28.17,94.77,66.43,87,14,1.63,IN,1603055022
Kudahuvadhoo,2.67,72.89,82.56,77,38,14.63,MV,1603055022
Mugango,-1.68,33.7,73.81,69,99,7.02,TZ,1603055022
Quatre Cocos,-20.21,57.76,73.4,78,40,11.41,MU,1603055023
Natal,-5.79,-35.21,80.6,69,20,12.75,BR,1603054729
Buraidah,26.33,43.98,73.4,23,0,4.7,SA,1603055023
Hualmay,-11.1,-77.61,66.36,70,24,9.44,PE,1603055023
Uruçuí,-7.23,-44.56,90.63,21,93,4.59,BR,1603055023
Manta,-0.95,-80.73,80.6,65,75,11.41,EC,1603055023
Ulladulla,-35.35,150.47,57.0,100,75,6.93,AU,1603055024
Sarny,51.34,26.6,45.1,87,100,12.88,UA,1603055024
Haldībāri,26.33,88.77,76.78,79,3,3.56,IN,1603055024
Antofagasta,-23.65,-70.4,59.0,82,90,12.75,CL,1603055024
Mpika,-11.83,31.45,66.83,53,8,6.73,ZM,1603055024
Suşehri,40.16,38.09,58.32,39,85,2.44,TR,1603055025
Palm Desert,33.72,-116.37,99.0,13,1,4.7,US,1603054877
Carballo,43.21,-8.69,59.0,93,76,4.7,ES,1603055025
Carutapera,-1.2,-46.02,80.44,73,99,7.45,BR,1603055025
Ikalamavony,-21.15,46.58,66.78,71,6,4.83,MG,1603055025
Novyy Buh,47.69,32.52,46.4,75,53,4.47,UA,1603055025
Saint-Louis,-21.27,55.42,69.8,68,0,3.36,RE,1603055026
Andenes,69.31,16.12,37.4,74,20,10.29,NO,1603055026
Victor Harbor,-35.57,138.62,50.0,89,2,3.78,AU,1603055026
Ust'-Kishert',57.37,57.25,39.34,86,100,13.49,RU,1603055026
Presidencia Roque Sáenz Peña,-26.79,-60.44,94.89,36,5,7.02,AR,1603055026
Leningradskiy,69.38,178.42,22.77,88,0,6.46,RU,1603054770
El Copé,8.62,-80.6,82.4,78,75,4.7,PA,1603055037
Brownfield,33.18,-102.27,73.0,40,0,5.99,US,1603055037
Jefferson City,38.58,-92.17,50.0,57,90,11.41,US,1603054928
Brownwood,31.71,-98.99,91.4,31,1,8.05,US,1603055037
Marshalltown,42.05,-92.91,43.0,38,1,9.17,US,1603055038
Praia da Vitória,38.73,-27.07,59.0,82,40,12.19,PT,1603055038
Baykit,61.67,96.37,28.51,92,100,11.9,RU,1603055038
Švenčionėliai,55.17,26.0,36.43,88,0,9.19,LT,1603055038
Cap Malheureux,-19.98,57.61,72.0,74,0,4.0,MU,1603055038
Nhulunbuy,-12.23,136.77,71.6,83,45,8.84,AU,1603055038
Kununurra,-15.77,128.73,78.8,94,80,5.82,AU,1603054781
Mussomeli,37.58,13.75,63.0,72,49,3.0,IT,1603055039
Moose Factory,51.26,-80.61,35.6,93,90,9.17,CA,1603055039
Kugul'ta,45.36,42.39,62.6,63,93,8.95,RU,1603055039
Acarí,-15.43,-74.62,72.01,51,21,8.88,PE,1603055039
Ati,13.22,18.34,90.07,14,24,6.02,TD,1603055039
Bang Saphan,11.21,99.51,74.41,94,89,1.23,TH,1603055040
Tezpur,26.63,92.8,74.5,90,0,2.75,IN,1603055040
Meulaboh,4.14,96.13,76.01,83,100,4.05,ID,1603055040
Wukari,7.85,9.78,76.14,85,0,6.89,NG,1603055040
Nichinan,31.6,131.37,59.0,87,100,1.99,JP,1603055041
Alberton,46.82,-64.07,48.16,63,71,6.55,CA,1603055041
Simao,22.79,100.97,58.71,89,86,2.24,CN,1603055041
Soe,-9.86,124.28,65.97,81,0,2.77,ID,1603055041
Waingapu,-9.66,120.26,79.03,76,3,4.27,ID,1603054969
Bonavista,48.65,-53.11,51.01,78,100,5.66,CA,1603054878
Bārān,25.1,76.52,82.89,50,41,1.52,IN,1603055041
Narasannapeta,18.42,84.05,78.24,86,92,6.82,IN,1603055042
Mogok,22.92,96.5,65.88,79,100,2.39,MM,1603055042
Aguada de Cima,40.52,-8.43,64.99,62,74,7.0,PT,1603055042
Vágur,61.47,-6.81,40.48,91,100,9.06,FO,1603055042
Bani Walid,31.76,13.99,63.75,58,59,7.23,LY,1603055043
Pelym,61.01,62.0,31.84,96,100,5.95,RU,1603055043
Langham,52.37,-106.97,30.0,45,40,14.99,CA,1603055043
Luanda,-8.84,13.23,77.0,83,20,8.05,AO,1603054762
Terme,41.21,36.97,66.2,88,75,5.82,TR,1603055043
Koumac,-20.57,164.28,73.15,66,0,4.47,NC,1603055043
Iqaluit,63.75,-68.51,32.0,96,90,23.04,CA,1603055043
Laurinburg,34.77,-79.46,73.4,43,1,5.21,US,1603055043
Vrangel',42.73,133.08,45.79,58,0,7.45,RU,1603055044
Viking,53.1,-111.77,24.01,62,0,5.01,CA,1603055044
Ust-Maya,60.42,134.53,12.78,96,91,4.56,RU,1603055044
Chapais,49.78,-74.85,46.4,75,90,18.34,CA,1603054962
Las Lomas,-4.65,-80.25,90.95,32,56,18.95,PE,1603055044
Bairnsdale,-37.83,147.62,53.01,75,0,3.0,AU,1603055044
Pudozh,61.81,36.53,32.27,98,100,1.9,RU,1603055055
Dingzhou,38.51,115.0,48.2,70,0,6.71,CN,1603055055
Dilla,6.41,38.31,62.78,83,92,2.68,ET,1603055055
Smithers,54.78,-127.17,32.0,89,90,9.17,CA,1603055055
Lucapa,-8.42,20.74,69.94,85,85,4.38,AO,1603055055
Den Helder,52.96,4.76,48.99,93,90,2.24,NL,1603055055
Ulaanbaatar,47.91,106.88,15.8,85,42,2.24,MN,1603055055
Glazov,58.14,52.66,41.79,93,99,11.68,RU,1603055056
San Onofre,9.74,-75.53,83.28,81,100,7.54,CO,1603055056
Dhidhdhoo,6.88,73.1,82.18,78,100,16.22,MV,1603055056
Río Gallegos,-51.62,-69.22,55.4,26,75,21.92,AR,1603054935
Piranshahr,36.7,45.14,48.61,49,0,1.86,IR,1603055057
Kargasok,59.06,80.86,29.68,93,99,15.21,RU,1603055057
Bien Hoa,10.95,106.82,78.8,94,75,2.24,VN,1603055057
San Patricio,19.22,-104.7,89.6,75,75,11.41,MX,1603055057
Ouésso,1.61,16.05,71.91,96,100,1.19,CG,1603054931
Outlook,51.5,-107.05,24.01,49,0,4.0,CA,1603055057
Suileng,47.25,127.08,32.94,88,0,7.76,CN,1603055058
Alta Floresta,-9.88,-56.09,83.17,61,90,1.34,BR,1603054828
Hefei,31.86,117.28,59.0,93,75,4.47,CN,1603055058
Saint-Ambroise,48.55,-71.33,46.99,75,90,11.41,CA,1603055058
Korla,41.76,86.15,45.0,92,3,3.0,CN,1603055059
Gáldar,28.15,-15.65,69.8,83,20,8.05,ES,1603055059
Sabang,5.89,95.32,83.1,72,99,15.21,ID,1603055059
São Gabriel da Cachoeira,-0.13,-67.09,87.12,62,100,1.05,BR,1603055059
Garissa,-0.45,39.64,77.9,64,10,16.53,KE,1603055059
Cauquenes,-35.97,-72.32,61.59,44,0,12.97,CL,1603055059
Armstrong,50.45,-119.2,42.01,67,100,5.99,CA,1603055060
Vao,-22.67,167.48,71.06,80,18,17.52,NC,1603055060
Anadyr,64.75,177.48,19.4,92,0,4.47,RU,1603055060
Chicama,-7.84,-79.15,66.2,77,51,11.41,PE,1603055060
Zhaozhou,45.68,125.32,37.45,75,0,6.26,CN,1603055061
Duvan,55.7,57.9,42.06,64,99,10.85,RU,1603055061
Mendi,-6.18,143.65,55.72,97,100,2.55,PG,1603055061
Shīeli,44.17,66.75,55.26,36,0,8.93,KZ,1603055061
Skellefteå,64.75,20.95,32.0,98,90,17.22,SE,1603055061
Lahaina,20.88,-156.68,87.8,54,40,11.41,US,1603055061
Mengcheng,33.26,116.57,53.71,56,54,3.09,CN,1603055061
Cravo Norte,6.3,-70.2,87.33,62,89,4.94,CO,1603054815
Port Augusta,-32.5,137.77,48.2,87,20,8.05,AU,1603054932
Santa Cruz,30.42,-9.6,64.4,82,75,1.54,MA,1603054904
Toora-Khem,52.47,96.11,34.47,87,100,10.65,RU,1603055062
Marystown,47.17,-55.15,57.0,100,98,6.33,CA,1603054932
Camacupa,-12.02,17.48,69.24,61,25,1.41,AO,1603055062
Fukuechō,32.69,128.84,68.52,59,100,18.81,JP,1603055063
Narimanov,46.69,47.85,48.2,87,52,4.47,RU,1603055063
Cooma,-36.23,149.13,42.8,93,90,4.7,AU,1603054842
Le Moule,16.33,-61.35,80.6,78,25,8.05,GP,1603054804
Fengzhen,40.44,113.15,38.86,66,0,1.79,CN,1603055073
Lahat,-3.8,103.53,73.51,93,100,3.36,ID,1603055073
Novonikolayevskiy,50.97,42.36,46.99,77,100,7.02,RU,1603055073
Ximeicun,24.96,118.38,71.6,64,4,11.18,CN,1603055074
Port Keats,-14.25,129.55,81.12,82,36,6.53,AU,1603055074
Zhigansk,66.77,123.37,10.42,93,71,5.88,RU,1603055074
Tokur,53.13,132.9,6.66,93,0,2.59,RU,1603055074
Tiko,4.07,9.37,77.0,100,40,3.36,CM,1603055074
Wé,-20.92,167.26,74.05,69,9,7.58,NC,1603055075
Qaqortoq,60.72,-46.03,37.4,74,85,2.24,GL,1603055075
Poya,-21.35,165.15,72.54,61,0,5.75,NC,1603055075
Pingliang,35.54,106.69,41.31,66,0,2.04,CN,1603055075
Koslan,63.46,48.9,30.2,98,100,9.69,RU,1603055075
Aasiaat,68.71,-52.87,36.14,81,100,24.25,GL,1603054990
Dnipryany,46.75,33.27,56.98,52,99,6.93,UA,1603055076
Pogana,46.32,27.57,50.0,87,46,9.17,RO,1603055076
Dzhuryn,49.03,25.58,45.0,89,12,11.01,UA,1603055076
Bonabeerie,4.08,9.68,77.0,100,40,3.36,CM,1603055076
Vila Franca do Campo,37.72,-25.43,59.0,62,20,8.05,PT,1603055077
Ust'-Omchug,61.15,149.63,19.94,95,100,2.77,RU,1603055077
Yichun,47.7,128.9,28.62,89,7,2.91,CN,1603055077
Balkanabat,39.51,54.37,62.73,28,0,6.22,TM,1603055077
Namatanai,-3.67,152.43,81.93,70,0,4.12,PG,1603055077
Trincomalee,8.57,81.23,78.62,83,81,13.56,LK,1603055077
Dhārchula,29.85,80.53,58.86,35,29,4.27,IN,1603055078
Wembley,55.15,-119.14,23.0,62,20,4.7,CA,1603055078
North Bend,43.41,-124.22,73.99,72,75,9.17,US,1603055078
Nuoro,40.32,9.33,62.6,82,75,9.17,IT,1603055078
Praya,-8.71,116.27,77.0,78,75,6.33,ID,1603055078
Navalmoral de la Mata,39.89,-5.54,55.99,48,55,4.85,ES,1603055078
Khorixas,-20.37,14.97,73.26,28,0,4.88,NA,1603055078
Yichang,30.71,111.28,51.01,77,67,2.53,CN,1603055079
Kolondiéba,11.09,-6.89,80.55,67,49,3.67,ML,1603055079
Sioux Lookout,50.1,-91.92,32.0,88,75,12.75,CA,1603054850
Kerteminde,55.45,10.66,45.0,75,26,5.99,DK,1603055079
Whitehorse,60.72,-135.05,21.99,67,75,13.87,CA,1603054805
Bilma,18.69,12.92,83.88,15,0,5.95,NE,1603054910
Khāsh,28.22,61.22,46.33,40,0,6.06,IR,1603055079
Merritt Island,28.54,-80.67,77.0,94,90,10.29,US,1603055080
Margate,-30.86,30.37,68.52,75,96,13.31,ZA,1603055080
Panabá,21.28,-88.27,83.34,80,51,13.06,MX,1603055080
Shemordan,56.19,50.4,49.41,91,95,17.13,RU,1603055081
Brae,60.4,-1.35,41.0,86,100,8.05,GB,1603054989
Susanville,40.42,-120.65,78.01,22,1,3.36,US,1603054832
Bundaberg,-24.85,152.35,73.0,88,35,6.93,AU,1603055091
Aqsū,52.03,76.92,26.6,79,20,6.71,KZ,1603055091
Bay Roberts,47.6,-53.26,55.0,92,99,3.0,CA,1603054896
Paita,-5.09,-81.11,68.61,71,27,18.34,PE,1603055092
Arrondissement de Millau,44.08,2.92,46.0,93,9,3.36,FR,1603055092
Slave Lake,55.28,-114.77,21.2,62,90,3.36,CA,1603055092
Kitale,1.02,35.01,58.42,94,91,1.28,KE,1603055093
Khandyga,62.67,135.6,14.77,97,99,2.98,RU,1603055093
Shache,38.42,77.24,46.02,50,0,5.37,CN,1603055093
Jiayuguan City,39.82,98.3,42.73,48,100,10.33,CN,1603055093
Horta,38.53,-28.63,62.6,72,40,19.46,PT,1603055093
Svirsk,53.09,103.33,39.9,78,100,5.75,RU,1603055093
Morbach,49.82,7.12,46.0,87,75,6.93,DE,1603055094
North Myrtle Beach,33.82,-78.68,77.0,50,40,6.93,US,1603054862
Mindelo,16.89,-24.98,82.4,78,75,11.41,CV,1603055094
Kirakira,-10.45,161.92,82.36,78,98,7.65,SB,1603055095
Ketchikan,55.34,-131.65,44.6,75,90,9.17,US,1603055095
Indianola,41.36,-93.56,43.0,48,40,9.17,US,1603055095
Bhuj,23.27,69.67,83.82,74,55,7.07,IN,1603055095
Kinablangan,7.69,126.55,78.01,79,100,2.35,PH,1603055095
Sur,22.57,59.53,83.1,37,8,15.08,OM,1603055096
Poum,-20.23,164.02,73.63,74,0,16.89,NC,1603055096
Chimoio,-19.12,33.48,68.0,94,6,5.82,MZ,1603055096
Lae,-6.72,146.98,75.2,83,90,2.24,PG,1603055096
Pitimbu,-7.47,-34.81,80.6,69,20,12.75,BR,1603054865
Kahului,20.89,-156.47,87.8,55,40,5.82,US,1603054803
Isangel,-19.55,169.27,76.35,63,3,5.68,VU,1603055009
Najrān,17.49,44.13,69.8,22,0,8.05,SA,1603055097
Helvécia,46.84,19.62,43.0,93,0,6.8,HU,1603055097
Santa Cruz de La Palma,28.68,-17.76,75.2,69,23,17.22,ES,1603055097
Nishihara,26.18,127.76,77.0,94,40,5.82,JP,1603054820
Niono,14.25,-5.99,87.62,22,21,4.07,ML,1603055097
‘Ewa Beach,21.32,-158.01,84.2,70,20,8.05,US,1603055097
Marsá Maţrūḩ,31.35,27.25,71.6,78,0,8.46,EG,1603055098
Tromsø,69.65,18.96,30.2,86,20,12.75,NO,1603055098
Ishigaki,24.34,124.16,77.9,79,55,22.21,JP,1603055098
Bălan,46.65,25.81,34.65,89,60,3.13,RO,1603055109
Flinders,-34.58,150.86,61.0,79,86,3.0,AU,1603055066
Guadalupe y Calvo,26.1,-106.97,75.9,32,12,6.15,MX,1603055109
Våler,60.68,11.83,37.4,47,0,3.36,NO,1603055110
Digby,44.62,-65.77,54.0,63,46,1.99,CA,1603055110
Yangjiang,21.85,111.97,69.71,74,97,10.76,CN,1603055110
Tautira,-17.73,-149.15,82.4,74,40,19.46,PF,1603054972
Chara,56.91,118.26,18.97,89,93,0.38,RU,1603055023
Caranavi,-15.82,-67.55,77.11,59,84,1.28,BO,1603055111
Ustka,54.58,16.86,47.39,62,31,13.18,PL,1603055111
Haimen,23.19,116.61,69.8,83,24,2.24,CN,1603055111
Port Hawkesbury,45.62,-61.35,55.4,66,1,4.7,CA,1603054589
Sikasso,10.92,-7.0,80.73,67,43,3.83,ML,1603055112
Raghunathpur,23.55,86.67,76.64,73,76,4.14,IN,1603055112
Mafinga,-7.25,35.07,68.88,59,0,4.47,TZ,1603055112
Killybegs,54.63,-8.45,52.09,89,88,8.03,IE,1603055113
Pemangkat,1.17,108.97,77.54,85,99,4.72,ID,1603055113
Nakambala,-15.83,27.78,70.88,23,0,5.97,ZM,1603055113
Nieuw Nickerie,5.95,-56.98,82.96,77,37,10.83,SR,1603055113
Krasnorechenskiy,44.63,135.35,32.86,94,85,3.78,RU,1603055113
High Prairie,55.43,-116.49,26.13,76,0,0.92,CA,1603054894
Nemuro,43.32,145.57,53.4,69,0,14.45,JP,1603054608
Andilamena,-17.02,48.58,59.52,93,20,5.95,MG,1603055114
Bhindār,24.5,74.18,75.72,81,84,5.93,IN,1603055114
Cabedelo,-6.98,-34.83,80.6,69,20,12.75,BR,1603054997
Sambava,-14.27,50.17,71.08,82,5,10.63,MG,1603055025
Ouadda,8.08,22.4,70.0,86,60,2.84,CF,1603055115
